image_path,label
train/n02769748/images/n02769748_247.JPEG,n02769748
train/n02769748/images/n02769748_248.JPEG,n02769748
train/n02769748/images/n02769748_249.JPEG,n02769748
train/n02769748/images/n02769748_25.JPEG,n02769748
train/n02769748/images/n02769748_250.JPEG,n02769748
train/n02769748/images/n02769748_251.JPEG,n02769748
train/n02769748/images/n02769748_252.JPEG,n02769748
train/n02769748/images/n02769748_253.JPEG,n02769748
train/n02769748/images/n02769748_254.JPEG,n02769748
train/n02769748/images/n02769748_255.JPEG,n02769748
train/n02769748/images/n02769748_256.JPEG,n02769748
train/n02769748/images/n02769748_257.JPEG,n02769748
train/n02769748/images/n02769748_258.JPEG,n02769748
train/n02769748/images/n02769748_259.JPEG,n02769748
train/n02769748/images/n02769748_26.JPEG,n02769748
train/n02769748/images/n02769748_260.JPEG,n02769748
train/n02769748/images/n02769748_261.JPEG,n02769748
train/n02769748/images/n02769748_262.JPEG,n02769748
train/n02769748/images/n02769748_263.JPEG,n02769748
train/n02769748/images/n02769748_264.JPEG,n02769748
train/n02769748/images/n02769748_265.JPEG,n02769748
train/n02769748/images/n02769748_266.JPEG,n02769748
train/n02769748/images/n02769748_267.JPEG,n02769748
train/n02769748/images/n02769748_268.JPEG,n02769748
train/n02769748/images/n02769748_269.JPEG,n02769748
train/n02769748/images/n02769748_27.JPEG,n02769748
train/n02769748/images/n02769748_270.JPEG,n02769748
train/n02769748/images/n02769748_271.JPEG,n02769748
train/n02769748/images/n02769748_272.JPEG,n02769748
train/n02769748/images/n02769748_273.JPEG,n02769748
train/n02769748/images/n02769748_274.JPEG,n02769748
train/n02769748/images/n02769748_275.JPEG,n02769748
train/n02769748/images/n02769748_276.JPEG,n02769748
train/n02769748/images/n02769748_277.JPEG,n02769748
train/n02769748/images/n02769748_278.JPEG,n02769748
train/n02769748/images/n02769748_279.JPEG,n02769748
train/n02769748/images/n02769748_28.JPEG,n02769748
train/n02769748/images/n02769748_280.JPEG,n02769748
train/n02769748/images/n02769748_281.JPEG,n02769748
train/n02769748/images/n02769748_282.JPEG,n02769748
train/n02769748/images/n02769748_283.JPEG,n02769748
train/n02769748/images/n02769748_284.JPEG,n02769748
train/n02769748/images/n02769748_285.JPEG,n02769748
train/n02769748/images/n02769748_286.JPEG,n02769748
train/n02769748/images/n02769748_287.JPEG,n02769748
train/n02769748/images/n02769748_288.JPEG,n02769748
train/n02769748/images/n02769748_289.JPEG,n02769748
train/n02769748/images/n02769748_29.JPEG,n02769748
train/n02769748/images/n02769748_290.JPEG,n02769748
train/n02769748/images/n02769748_291.JPEG,n02769748
train/n02769748/images/n02769748_292.JPEG,n02769748
train/n02769748/images/n02769748_293.JPEG,n02769748
train/n02769748/images/n02769748_294.JPEG,n02769748
train/n02769748/images/n02769748_295.JPEG,n02769748
train/n02769748/images/n02769748_296.JPEG,n02769748
train/n02769748/images/n02769748_297.JPEG,n02769748
train/n02769748/images/n02769748_298.JPEG,n02769748
train/n02769748/images/n02769748_299.JPEG,n02769748
train/n02769748/images/n02769748_3.JPEG,n02769748
train/n02769748/images/n02769748_30.JPEG,n02769748
train/n02769748/images/n02769748_300.JPEG,n02769748
train/n02769748/images/n02769748_301.JPEG,n02769748
train/n02769748/images/n02769748_302.JPEG,n02769748
train/n02769748/images/n02769748_303.JPEG,n02769748
train/n02769748/images/n02769748_304.JPEG,n02769748
train/n02769748/images/n02769748_305.JPEG,n02769748
train/n02769748/images/n02769748_306.JPEG,n02769748
train/n02769748/images/n02769748_307.JPEG,n02769748
train/n02769748/images/n02769748_308.JPEG,n02769748
train/n02769748/images/n02769748_309.JPEG,n02769748
train/n02769748/images/n02769748_31.JPEG,n02769748
train/n02769748/images/n02769748_310.JPEG,n02769748
train/n02769748/images/n02769748_311.JPEG,n02769748
train/n02769748/images/n02769748_312.JPEG,n02769748
train/n02769748/images/n02769748_313.JPEG,n02769748
train/n02769748/images/n02769748_314.JPEG,n02769748
train/n02769748/images/n02769748_315.JPEG,n02769748
train/n02769748/images/n02769748_316.JPEG,n02769748
train/n02769748/images/n02769748_317.JPEG,n02769748
train/n02769748/images/n02769748_318.JPEG,n02769748
train/n02769748/images/n02769748_319.JPEG,n02769748
train/n02769748/images/n02769748_32.JPEG,n02769748
train/n02769748/images/n02769748_320.JPEG,n02769748
train/n02769748/images/n02769748_321.JPEG,n02769748
train/n02769748/images/n02769748_322.JPEG,n02769748
train/n02769748/images/n02769748_323.JPEG,n02769748
train/n02769748/images/n02769748_324.JPEG,n02769748
train/n02769748/images/n02769748_325.JPEG,n02769748
train/n02769748/images/n02769748_326.JPEG,n02769748
train/n02769748/images/n02769748_327.JPEG,n02769748
train/n02769748/images/n02769748_328.JPEG,n02769748
train/n02769748/images/n02769748_329.JPEG,n02769748
train/n02769748/images/n02769748_33.JPEG,n02769748
train/n02769748/images/n02769748_330.JPEG,n02769748
train/n02769748/images/n02769748_331.JPEG,n02769748
train/n02769748/images/n02769748_332.JPEG,n02769748
train/n02769748/images/n02769748_333.JPEG,n02769748
train/n02769748/images/n02769748_334.JPEG,n02769748
train/n02769748/images/n02769748_335.JPEG,n02769748
train/n02769748/images/n02769748_336.JPEG,n02769748
train/n02769748/images/n02769748_337.JPEG,n02769748
train/n02769748/images/n02769748_338.JPEG,n02769748
train/n02769748/images/n02769748_339.JPEG,n02769748
train/n02769748/images/n02769748_34.JPEG,n02769748
train/n02769748/images/n02769748_340.JPEG,n02769748
train/n02769748/images/n02769748_341.JPEG,n02769748
train/n02769748/images/n02769748_342.JPEG,n02769748
train/n02769748/images/n02769748_343.JPEG,n02769748
train/n02769748/images/n02769748_344.JPEG,n02769748
train/n02769748/images/n02769748_345.JPEG,n02769748
train/n02769748/images/n02769748_346.JPEG,n02769748
train/n02769748/images/n02769748_347.JPEG,n02769748
train/n02769748/images/n02769748_348.JPEG,n02769748
train/n02769748/images/n02769748_349.JPEG,n02769748
train/n02769748/images/n02769748_35.JPEG,n02769748
train/n02769748/images/n02769748_350.JPEG,n02769748
train/n02769748/images/n02769748_351.JPEG,n02769748
train/n02769748/images/n02769748_352.JPEG,n02769748
train/n02769748/images/n02769748_353.JPEG,n02769748
train/n02769748/images/n02769748_354.JPEG,n02769748
train/n02769748/images/n02769748_355.JPEG,n02769748
train/n02769748/images/n02769748_356.JPEG,n02769748
train/n02769748/images/n02769748_357.JPEG,n02769748
train/n02769748/images/n02769748_358.JPEG,n02769748
train/n02769748/images/n02769748_359.JPEG,n02769748
train/n02769748/images/n02769748_36.JPEG,n02769748
train/n02769748/images/n02769748_360.JPEG,n02769748
train/n02769748/images/n02769748_361.JPEG,n02769748
train/n02769748/images/n02769748_362.JPEG,n02769748
train/n02769748/images/n02769748_363.JPEG,n02769748
train/n02769748/images/n02769748_364.JPEG,n02769748
train/n02769748/images/n02769748_365.JPEG,n02769748
train/n02769748/images/n02769748_366.JPEG,n02769748
train/n02769748/images/n02769748_367.JPEG,n02769748
train/n02769748/images/n02769748_368.JPEG,n02769748
train/n02769748/images/n02769748_369.JPEG,n02769748
train/n02769748/images/n02769748_37.JPEG,n02769748
train/n02769748/images/n02769748_370.JPEG,n02769748
train/n02769748/images/n02769748_371.JPEG,n02769748
train/n02769748/images/n02769748_372.JPEG,n02769748
train/n02769748/images/n02769748_373.JPEG,n02769748
train/n02769748/images/n02769748_374.JPEG,n02769748
train/n02769748/images/n02769748_375.JPEG,n02769748
train/n02769748/images/n02769748_376.JPEG,n02769748
train/n02769748/images/n02769748_377.JPEG,n02769748
train/n02769748/images/n02769748_378.JPEG,n02769748
train/n02769748/images/n02769748_379.JPEG,n02769748
train/n02769748/images/n02769748_38.JPEG,n02769748
train/n02769748/images/n02769748_380.JPEG,n02769748
train/n02769748/images/n02769748_381.JPEG,n02769748
train/n02769748/images/n02769748_382.JPEG,n02769748
train/n02769748/images/n02769748_383.JPEG,n02769748
train/n02769748/images/n02769748_384.JPEG,n02769748
train/n02769748/images/n02769748_385.JPEG,n02769748
train/n02769748/images/n02769748_386.JPEG,n02769748
train/n02769748/images/n02769748_387.JPEG,n02769748
train/n02769748/images/n02769748_388.JPEG,n02769748
train/n02769748/images/n02769748_389.JPEG,n02769748
train/n02769748/images/n02769748_39.JPEG,n02769748
train/n02769748/images/n02769748_390.JPEG,n02769748
train/n02769748/images/n02769748_391.JPEG,n02769748
train/n02769748/images/n02769748_392.JPEG,n02769748
train/n02769748/images/n02769748_393.JPEG,n02769748
train/n02769748/images/n02769748_394.JPEG,n02769748
train/n02769748/images/n02769748_395.JPEG,n02769748
train/n02769748/images/n02769748_396.JPEG,n02769748
train/n02769748/images/n02769748_397.JPEG,n02769748
train/n02769748/images/n02769748_398.JPEG,n02769748
train/n02769748/images/n02769748_399.JPEG,n02769748
train/n02769748/images/n02769748_4.JPEG,n02769748
train/n02769748/images/n02769748_40.JPEG,n02769748
train/n02769748/images/n02769748_400.JPEG,n02769748
train/n02769748/images/n02769748_401.JPEG,n02769748
train/n02769748/images/n02769748_402.JPEG,n02769748
train/n02769748/images/n02769748_403.JPEG,n02769748
train/n02769748/images/n02769748_404.JPEG,n02769748
train/n02769748/images/n02769748_405.JPEG,n02769748
train/n02769748/images/n02769748_406.JPEG,n02769748
train/n02769748/images/n02769748_407.JPEG,n02769748
train/n02769748/images/n02769748_408.JPEG,n02769748
train/n02769748/images/n02769748_409.JPEG,n02769748
train/n02769748/images/n02769748_41.JPEG,n02769748
train/n02769748/images/n02769748_410.JPEG,n02769748
train/n02769748/images/n02769748_411.JPEG,n02769748
train/n02769748/images/n02769748_412.JPEG,n02769748
train/n02769748/images/n02769748_413.JPEG,n02769748
train/n02769748/images/n02769748_414.JPEG,n02769748
train/n02769748/images/n02769748_415.JPEG,n02769748
train/n02769748/images/n02769748_416.JPEG,n02769748
train/n02769748/images/n02769748_417.JPEG,n02769748
train/n02769748/images/n02769748_418.JPEG,n02769748
train/n02769748/images/n02769748_419.JPEG,n02769748
train/n02769748/images/n02769748_42.JPEG,n02769748
train/n02769748/images/n02769748_420.JPEG,n02769748
train/n02769748/images/n02769748_421.JPEG,n02769748
train/n02769748/images/n02769748_422.JPEG,n02769748
train/n02769748/images/n02769748_423.JPEG,n02769748
train/n02769748/images/n02769748_424.JPEG,n02769748
train/n02769748/images/n02769748_425.JPEG,n02769748
train/n02769748/images/n02769748_426.JPEG,n02769748
train/n02769748/images/n02769748_427.JPEG,n02769748
train/n02769748/images/n02769748_428.JPEG,n02769748
train/n02769748/images/n02769748_429.JPEG,n02769748
train/n02769748/images/n02769748_43.JPEG,n02769748
train/n02769748/images/n02769748_430.JPEG,n02769748
train/n02769748/images/n02769748_431.JPEG,n02769748
train/n02769748/images/n02769748_432.JPEG,n02769748
train/n02769748/images/n02769748_433.JPEG,n02769748
train/n02769748/images/n02769748_434.JPEG,n02769748
train/n02769748/images/n02769748_435.JPEG,n02769748
train/n02769748/images/n02769748_436.JPEG,n02769748
train/n02769748/images/n02769748_437.JPEG,n02769748
train/n02769748/images/n02769748_438.JPEG,n02769748
train/n02769748/images/n02769748_439.JPEG,n02769748
train/n02769748/images/n02769748_44.JPEG,n02769748
train/n02769748/images/n02769748_440.JPEG,n02769748
train/n02769748/images/n02769748_441.JPEG,n02769748
train/n02769748/images/n02769748_442.JPEG,n02769748
train/n02769748/images/n02769748_443.JPEG,n02769748
train/n02769748/images/n02769748_444.JPEG,n02769748
train/n02769748/images/n02769748_445.JPEG,n02769748
train/n02769748/images/n02769748_446.JPEG,n02769748
train/n02769748/images/n02769748_447.JPEG,n02769748
train/n02769748/images/n02769748_448.JPEG,n02769748
train/n02769748/images/n02769748_449.JPEG,n02769748
train/n02769748/images/n02769748_45.JPEG,n02769748
train/n02769748/images/n02769748_450.JPEG,n02769748
train/n02769748/images/n02769748_451.JPEG,n02769748
train/n02769748/images/n02769748_452.JPEG,n02769748
train/n02769748/images/n02769748_453.JPEG,n02769748
train/n02769748/images/n02769748_454.JPEG,n02769748
train/n02769748/images/n02769748_455.JPEG,n02769748
train/n02769748/images/n02769748_456.JPEG,n02769748
train/n02769748/images/n02769748_457.JPEG,n02769748
train/n02769748/images/n02769748_458.JPEG,n02769748
train/n02769748/images/n02769748_459.JPEG,n02769748
train/n02769748/images/n02769748_46.JPEG,n02769748
train/n02769748/images/n02769748_460.JPEG,n02769748
train/n02769748/images/n02769748_461.JPEG,n02769748
train/n02769748/images/n02769748_462.JPEG,n02769748
train/n02769748/images/n02769748_463.JPEG,n02769748
train/n02769748/images/n02769748_464.JPEG,n02769748
train/n02769748/images/n02769748_465.JPEG,n02769748
train/n02769748/images/n02769748_466.JPEG,n02769748
train/n02769748/images/n02769748_467.JPEG,n02769748
train/n02769748/images/n02769748_468.JPEG,n02769748
train/n02769748/images/n02769748_469.JPEG,n02769748
train/n02769748/images/n02769748_47.JPEG,n02769748
train/n02769748/images/n02769748_470.JPEG,n02769748
train/n02769748/images/n02769748_471.JPEG,n02769748
train/n02769748/images/n02769748_472.JPEG,n02769748
train/n02769748/images/n02769748_473.JPEG,n02769748
train/n02769748/images/n02769748_474.JPEG,n02769748
train/n02769748/images/n02769748_475.JPEG,n02769748
train/n02769748/images/n02769748_476.JPEG,n02769748
train/n02769748/images/n02769748_477.JPEG,n02769748
train/n02769748/images/n02769748_478.JPEG,n02769748
train/n02769748/images/n02769748_479.JPEG,n02769748
train/n02769748/images/n02769748_48.JPEG,n02769748
train/n02769748/images/n02769748_480.JPEG,n02769748
train/n02769748/images/n02769748_481.JPEG,n02769748
train/n02769748/images/n02769748_482.JPEG,n02769748
train/n02769748/images/n02769748_483.JPEG,n02769748
train/n02769748/images/n02769748_484.JPEG,n02769748
train/n02769748/images/n02769748_485.JPEG,n02769748
train/n02769748/images/n02769748_486.JPEG,n02769748
train/n02769748/images/n02769748_487.JPEG,n02769748
train/n02769748/images/n02769748_488.JPEG,n02769748
train/n02769748/images/n02769748_489.JPEG,n02769748
train/n02769748/images/n02769748_49.JPEG,n02769748
train/n02769748/images/n02769748_490.JPEG,n02769748
train/n02769748/images/n02769748_491.JPEG,n02769748
train/n02769748/images/n02769748_492.JPEG,n02769748
train/n02769748/images/n02769748_493.JPEG,n02769748
train/n02769748/images/n02769748_494.JPEG,n02769748
train/n02769748/images/n02769748_495.JPEG,n02769748
train/n02769748/images/n02769748_496.JPEG,n02769748
train/n02769748/images/n02769748_497.JPEG,n02769748
train/n02769748/images/n02769748_498.JPEG,n02769748
train/n02769748/images/n02769748_499.JPEG,n02769748
train/n02769748/images/n02769748_5.JPEG,n02769748
train/n02769748/images/n02769748_50.JPEG,n02769748
train/n02769748/images/n02769748_51.JPEG,n02769748
train/n02769748/images/n02769748_52.JPEG,n02769748
train/n02769748/images/n02769748_53.JPEG,n02769748
train/n02769748/images/n02769748_54.JPEG,n02769748
train/n02769748/images/n02769748_55.JPEG,n02769748
train/n02769748/images/n02769748_56.JPEG,n02769748
train/n02769748/images/n02769748_57.JPEG,n02769748
train/n02769748/images/n02769748_58.JPEG,n02769748
train/n02769748/images/n02769748_59.JPEG,n02769748
train/n02769748/images/n02769748_6.JPEG,n02769748
train/n02769748/images/n02769748_60.JPEG,n02769748
train/n02769748/images/n02769748_61.JPEG,n02769748
train/n02769748/images/n02769748_62.JPEG,n02769748
train/n02769748/images/n02769748_63.JPEG,n02769748
train/n02769748/images/n02769748_64.JPEG,n02769748
train/n02769748/images/n02769748_65.JPEG,n02769748
train/n02769748/images/n02769748_66.JPEG,n02769748
train/n02769748/images/n02769748_67.JPEG,n02769748
train/n02769748/images/n02769748_68.JPEG,n02769748
train/n02769748/images/n02769748_69.JPEG,n02769748
train/n02769748/images/n02769748_7.JPEG,n02769748
train/n02769748/images/n02769748_70.JPEG,n02769748
train/n02769748/images/n02769748_71.JPEG,n02769748
train/n02769748/images/n02769748_72.JPEG,n02769748
train/n02769748/images/n02769748_73.JPEG,n02769748
train/n02769748/images/n02769748_74.JPEG,n02769748
train/n02769748/images/n02769748_75.JPEG,n02769748
train/n02769748/images/n02769748_76.JPEG,n02769748
train/n02769748/images/n02769748_77.JPEG,n02769748
train/n02769748/images/n02769748_78.JPEG,n02769748
train/n02769748/images/n02769748_79.JPEG,n02769748
train/n02769748/images/n02769748_8.JPEG,n02769748
train/n02769748/images/n02769748_80.JPEG,n02769748
train/n02769748/images/n02769748_81.JPEG,n02769748
train/n02769748/images/n02769748_82.JPEG,n02769748
train/n02769748/images/n02769748_83.JPEG,n02769748
train/n02769748/images/n02769748_84.JPEG,n02769748
train/n02769748/images/n02769748_85.JPEG,n02769748
train/n02769748/images/n02769748_86.JPEG,n02769748
train/n02769748/images/n02769748_87.JPEG,n02769748
train/n02769748/images/n02769748_88.JPEG,n02769748
train/n02769748/images/n02769748_89.JPEG,n02769748
train/n02769748/images/n02769748_9.JPEG,n02769748
train/n02769748/images/n02769748_90.JPEG,n02769748
train/n02769748/images/n02769748_91.JPEG,n02769748
train/n02769748/images/n02769748_92.JPEG,n02769748
train/n02769748/images/n02769748_93.JPEG,n02769748
train/n02769748/images/n02769748_94.JPEG,n02769748
train/n02769748/images/n02769748_95.JPEG,n02769748
train/n02769748/images/n02769748_96.JPEG,n02769748
train/n02769748/images/n02769748_97.JPEG,n02769748
train/n02769748/images/n02769748_98.JPEG,n02769748
train/n02769748/images/n02769748_99.JPEG,n02769748
train/n07579787/images/n07579787_0.JPEG,n07579787
train/n07579787/images/n07579787_1.JPEG,n07579787
train/n07579787/images/n07579787_10.JPEG,n07579787
train/n07579787/images/n07579787_100.JPEG,n07579787
train/n07579787/images/n07579787_101.JPEG,n07579787
train/n07579787/images/n07579787_102.JPEG,n07579787
train/n07579787/images/n07579787_103.JPEG,n07579787
train/n07579787/images/n07579787_104.JPEG,n07579787
train/n07579787/images/n07579787_105.JPEG,n07579787
train/n07579787/images/n07579787_106.JPEG,n07579787
train/n07579787/images/n07579787_107.JPEG,n07579787
train/n07579787/images/n07579787_108.JPEG,n07579787
train/n07579787/images/n07579787_109.JPEG,n07579787
train/n07579787/images/n07579787_11.JPEG,n07579787
train/n07579787/images/n07579787_110.JPEG,n07579787
train/n07579787/images/n07579787_111.JPEG,n07579787
train/n07579787/images/n07579787_112.JPEG,n07579787
train/n07579787/images/n07579787_113.JPEG,n07579787
train/n07579787/images/n07579787_114.JPEG,n07579787
train/n07579787/images/n07579787_115.JPEG,n07579787
train/n07579787/images/n07579787_116.JPEG,n07579787
train/n07579787/images/n07579787_117.JPEG,n07579787
train/n07579787/images/n07579787_118.JPEG,n07579787
train/n07579787/images/n07579787_119.JPEG,n07579787
train/n07579787/images/n07579787_12.JPEG,n07579787
train/n07579787/images/n07579787_120.JPEG,n07579787
train/n07579787/images/n07579787_121.JPEG,n07579787
train/n07579787/images/n07579787_122.JPEG,n07579787
train/n07579787/images/n07579787_123.JPEG,n07579787
train/n07579787/images/n07579787_124.JPEG,n07579787
train/n07579787/images/n07579787_125.JPEG,n07579787
train/n07579787/images/n07579787_126.JPEG,n07579787
train/n07579787/images/n07579787_127.JPEG,n07579787
train/n07579787/images/n07579787_128.JPEG,n07579787
train/n07579787/images/n07579787_129.JPEG,n07579787
train/n07579787/images/n07579787_13.JPEG,n07579787
train/n07579787/images/n07579787_130.JPEG,n07579787
train/n07579787/images/n07579787_131.JPEG,n07579787
